"resultid","resultmonth","winnerid","loserid","winnerset1","winnerset2","winnerset3","winnerset4","winnerset5","loserset1","loserset2","loserset3","loserset4","loserset5"
3360,"2019-09",57529,4075,6,6,0,0,0,3,1,0,0,0
3362,"2019-09",4035,3462,6,6,0,0,0,4,2,0,0,0
3363,"2019-11",167938,1393071,6,6,0,0,0,3,3,0,0,0
3364,"2019-08",10383,10532,7,6,0,0,0,5,2,0,0,0
3365,"2019-03",3475,2601750,6,6,7,0,0,7,2,6,0,0
3366,"2019-03",593241,10793,6,7,0,0,0,2,5,0,0,0
3369,"2019-08",3745,64318,4,6,6,0,0,6,3,2,0,0
3370,"2019-10",11076,53391,6,6,0,0,0,2,2,0,0,0
3371,"2019-10",1712668,179979,6,6,0,0,0,3,3,0,0,0
3374,"2019-08",58232,10850,6,4,6,0,0,4,6,2,0,0
3375,"2019-10",1570645,47138,6,6,0,0,0,4,3,0,0,0
3376,"2019-11",1570645,51256,6,6,0,0,0,4,4,0,0,0
3379,"2019-08",53374,4372,7,6,0,0,0,6,4,0,0,0
3380,"2019-03",4031,4072,7,6,0,0,0,5,1,0,0,0
3381,"2019-07",198546,2611704,7,4,6,0,0,6,6,3,0,0
3382,"2019-09",42587,10872,6,6,0,0,0,0,2,0,0,0
3383,"2019-10",10346,10788,6,6,0,0,0,3,4,0,0,0
3384,"2019-06",9505,173321,7,6,0,0,0,5,4,0,0,0
3385,"2019-08",2611704,3498,6,6,6,0,0,3,2,4,0,0
3387,"2019-02",77968,3462,6,7,0,0,0,3,6,0,0,0
3388,"2019-02",2611367,28990,6,3,6,0,0,3,6,3,0,0
3389,"2019-08",83218,260593,6,6,6,0,0,1,1,4,0,0
3390,"2019-06",2600371,241344,7,6,0,0,0,6,1,0,0,0
3391,"2019-07",53374,3713,6,6,0,0,0,3,4,0,0,0
3392,"2019-11",3686,51256,6,6,6,0,0,7,3,4,0,0
3393,"2019-05",2085750,1083703,6,6,0,0,0,3,3,0,0,0
3395,"2019-06",3534,64685,6,6,0,0,0,2,3,0,0,0
3396,"2019-06",4464,9505,6,7,6,0,0,7,6,4,0,0
3397,"2019-10",49924,1712668,6,6,0,0,0,3,2,0,0,0
3398,"2019-01",200399,2601750,6,7,0,0,0,4,6,0,0,0
3399,"2019-11",2594847,286985,6,6,0,0,0,2,0,0,0,0
3400,"2019-03",10250,1607950,6,4,6,0,0,4,6,4,0,0
3401,"2019-09",5164,208113,6,2,6,0,0,4,6,2,0,0
3406,"2019-06",802298,2204585,6,7,0,0,0,3,5,0,0,0
3407,"2019-08",1459374,54171,6,6,0,0,0,3,4,0,0,0
3409,"2019-10",124948,195354,6,3,6,0,0,1,6,3,0,0
3410,"2019-09",93201,259658,6,6,0,0,0,4,3,0,0,0
3411,"2019-03",11599,2230756,6,5,7,0,0,1,7,5,0,0
3413,"2019-01",34159,44963,6,6,0,0,0,2,4,0,0,0
3414,"2019-09",192639,1726478,4,7,6,0,0,6,6,4,0,0
3415,"2019-05",4633,141998,6,6,0,0,0,3,4,0,0,0
3416,"2019-09",7479,86388,6,6,0,0,0,0,4,0,0,0
3418,"2019-09",10310,10788,6,6,0,0,0,3,4,0,0,0
3420,"2019-11",197507,3718,4,6,6,0,0,6,1,4,0,0
3421,"2019-06",1971098,74171,6,6,7,0,0,4,7,5,0,0
3425,"2019-10",28150,219786,6,2,6,0,0,4,6,2,0,0
3426,"2019-12",28431,54460,6,6,0,0,0,3,2,0,0,0
3427,"2019-08",4122,50454,3,6,6,0,0,6,3,0,0,0
3428,"2019-09",3994,203816,6,7,0,0,0,3,6,0,0,0
3429,"2019-10",4372,83218,7,7,0,0,0,6,6,0,0,0
3430,"2019-10",3839,176778,6,6,0,0,0,1,3,0,0,0
3431,"2019-06",1444784,919337,6,6,6,0,0,4,7,2,0,0
3432,"2019-10",3478,3700,7,6,0,0,0,5,3,0,0,0
3433,"2019-09",3679,3466,6,6,0,0,0,3,2,0,0,0
3435,"2019-02",34159,59434,7,7,0,0,0,5,5,0,0,0
3436,"2019-02",3659,224134,7,6,0,0,0,6,1,0,0,0
3437,"2019-10",10347,65308,6,6,0,0,0,3,2,0,0,0
3440,"2019-07",3766,3765,7,6,0,0,0,6,3,0,0,0
3442,"2019-02",3711,206794,6,6,0,0,0,3,4,0,0,0
3443,"2019-07",27273,28527,6,7,0,0,0,1,6,0,0,0
3444,"2019-07",157972,259120,7,6,0,0,0,6,4,0,0,0
3446,"2019-11",28080,167844,6,6,0,0,0,2,4,0,0,0
3447,"2019-11",411593,47138,6,7,0,0,0,2,6,0,0,0
3449,"2019-08",398304,10590,4,6,6,0,0,6,1,4,0,0
3451,"2019-09",10703,141923,6,6,0,0,0,2,4,0,0,0
3454,"2019-09",10317,249399,6,2,6,0,0,2,6,4,0,0
3457,"2019-09",10248,10866,7,6,0,0,0,6,1,0,0,0
3458,"2019-07",2616345,1459374,7,7,0,0,0,5,5,0,0,0
3459,"2019-02",2595931,1398920,6,6,0,0,0,3,4,0,0,0
3460,"2019-01",268261,52346,6,6,0,0,0,4,4,0,0,0
3461,"2019-11",1978582,64324,6,6,0,0,0,1,2,0,0,0
3462,"2019-05",2536184,3605,6,7,7,0,0,7,5,6,0,0
3463,"2019-01",204410,53840,6,6,0,0,0,3,1,0,0,0
3464,"2019-07",4031,5218,6,6,0,0,0,1,1,0,0,0
3465,"2019-09",3713,1459374,6,6,0,0,0,4,3,0,0,0
3471,"2019-10",10286,45027,6,6,0,0,0,1,4,0,0,0
3473,"2019-03",53374,3701,6,6,0,0,0,2,1,0,0,0
3474,"2019-08",4690,206329,6,6,0,0,0,4,4,0,0,0
3475,"2019-01",52346,11361,6,0,6,0,0,1,6,0,0,0
3477,"2019-10",10292,51673,6,6,0,0,0,1,0,0,0,0
3478,"2019-03",3746,3644,6,2,6,0,0,3,6,4,0,0
3481,"2019-08",4193,3685,3,6,7,6,0,6,1,6,1,0
3482,"2019-01",10456,10352,6,6,6,0,0,7,0,3,0,0
3483,"2019-12",11466,10351,7,6,0,0,0,5,2,0,0,0
3485,"2019-10",49953,1863628,6,6,6,0,0,7,4,4,0,0
3486,"2019-10",3587,224134,4,6,6,0,0,6,2,1,0,0
3488,"2019-09",64428,47138,6,6,0,0,0,2,3,0,0,0
3489,"2019-10",45645,2098986,6,6,0,0,0,4,4,0,0,0
3491,"2019-05",3679,1940917,6,7,0,0,0,4,5,0,0,0
3493,"2019-08",34144,2595933,3,6,6,0,0,6,3,0,0,0
3494,"2019-06",2596786,3711,7,6,0,0,0,6,3,0,0,0
3495,"2019-07",3860,2086499,7,7,0,0,0,6,6,0,0,0
3496,"2019-01",3495,224678,4,7,7,0,0,6,6,5,0,0
3498,"2019-10",378488,10751,6,6,0,0,0,2,0,0,0,0
3499,"2019-03",10789,10794,3,7,6,0,0,6,5,4,0,0
3502,"2019-11",74171,405461,6,6,0,0,0,2,3,0,0,0
3503,"2019-07",2087254,51288,6,6,0,0,0,3,3,0,0,0
3504,"2019-02",27182,4464,4,6,7,0,0,6,3,6,0,0
3505,"2019-08",55282,55849,6,7,0,0,0,1,5,0,0,0
3508,"2019-09",34103,11558,6,6,0,0,0,3,1,0,0,0
3509,"2019-09",167878,205461,3,6,6,0,0,6,3,4,0,0
3512,"2019-07",4726,206329,6,6,0,0,0,2,3,0,0,0
3513,"2019-09",64700,3839,6,6,0,0,0,3,3,0,0,0
3514,"2019-01",28145,50083,6,6,0,0,0,2,0,0,0,0
3516,"2019-01",204410,4726,5,6,6,0,0,7,1,3,0,0
3518,"2019-07",2566922,55282,6,5,6,0,0,4,7,4,0,0
3519,"2019-07",2500037,2088345,6,6,0,0,0,1,3,0,0,0
3521,"2019-10",4072,45645,6,7,0,0,0,4,6,0,0,0
3523,"2019-08",2231281,10819,6,6,0,0,0,3,4,0,0,0
3524,"2019-11",1740216,1988251,4,6,6,0,0,6,4,4,0,0
3525,"2019-02",151401,60157,3,6,6,0,0,6,4,3,0,0
3530,"2019-08",259120,259658,6,2,6,0,0,3,6,2,0,0
3531,"2019-03",2231281,51304,6,6,0,0,0,4,3,0,0,0
3532,"2019-11",86294,1863628,3,7,6,0,0,6,6,4,0,0
3533,"2019-07",4075,197507,6,7,7,0,0,7,6,6,0,0
3534,"2019-02",11076,58244,7,6,0,0,0,6,3,0,0,0
3535,"2019-10",28145,10352,6,6,0,0,0,1,1,0,0,0
3536,"2019-03",10473,11695,6,6,0,0,0,3,3,0,0,0
3537,"2019-08",3488,142094,7,6,7,3,6,6,7,6,6,3
3538,"2019-02",11767,10328,6,7,0,0,0,2,5,0,0,0
3539,"2019-10",2005359,2065915,6,6,0,0,0,0,4,0,0,0
3541,"2019-09",167844,198728,7,6,0,0,0,5,4,0,0,0
3542,"2019-07",11356,10864,6,6,0,0,0,0,0,0,0,0
3544,"2019-10",10751,10246,7,6,0,0,0,6,0,0,0,0
3545,"2019-11",4021,74171,6,1,6,0,0,3,6,3,0,0
3546,"2019-01",51547,11695,6,6,0,0,0,3,1,0,0,0
3547,"2019-10",3828,54638,7,6,0,0,0,6,3,0,0,0
3548,"2019-09",10769,11599,6,6,0,0,0,1,1,0,0,0
3549,"2019-08",10281,2555953,6,6,0,0,0,4,4,0,0,0
3551,"2019-07",1940917,55282,6,6,0,0,0,2,3,0,0,0
3552,"2019-10",51256,4487,6,6,0,0,0,1,2,0,0,0
3555,"2019-07",55210,54554,6,6,0,0,0,4,4,0,0,0
3556,"2019-03",10854,28399,6,6,0,0,0,2,2,0,0,0
3557,"2019-08",85223,28399,1,6,6,0,0,6,3,3,0,0
3559,"2019-09",252053,1157738,7,7,0,0,0,6,6,0,0,0
3560,"2019-08",2097125,765205,3,6,6,0,0,6,1,1,0,0
3561,"2019-09",1736726,10473,6,6,0,0,0,2,4,0,0,0
3563,"2019-07",3619,64700,6,6,0,0,0,1,4,0,0,0
3564,"2019-09",34103,10287,6,6,0,0,0,3,4,0,0,0
3565,"2019-10",142094,95524,6,7,0,0,0,1,5,0,0,0
3566,"2019-09",200392,83713,6,4,6,0,0,3,6,4,0,0
3568,"2019-12",50083,10527,6,6,0,0,0,2,1,0,0,0
3570,"2019-09",11349,70649,6,4,6,0,0,4,6,1,0,0
3571,"2019-12",4445,4075,6,2,6,6,0,4,6,3,4,0
3573,"2019-09",10250,11076,6,6,0,0,0,2,4,0,0,0
3574,"2019-10",28298,87295,7,6,0,0,0,5,4,0,0,0
3575,"2019-01",10340,10479,6,7,0,0,0,4,6,0,0,0
3576,"2019-03",260593,224134,7,6,0,0,0,6,4,0,0,0
3578,"2019-09",70649,2230756,6,6,0,0,0,4,2,0,0,0
3579,"2019-09",28150,10339,7,3,6,0,0,5,6,2,0,0
3580,"2019-09",1489870,2095341,6,6,6,0,0,2,7,4,0,0
3581,"2019-03",53840,3713,6,6,0,0,0,4,4,0,0,0
3582,"2019-11",85086,69896,7,6,6,0,0,6,7,4,0,0
3587,"2019-03",10479,378488,4,7,6,0,0,6,6,3,0,0
3588,"2019-05",373773,411593,6,6,0,0,0,1,4,0,0,0
3589,"2019-10",1194009,1459374,6,6,0,0,0,4,4,0,0,0
3592,"2019-12",191924,191834,6,6,0,0,0,3,2,0,0,0
3593,"2019-09",378488,51547,6,6,0,0,0,4,1,0,0,0
3594,"2019-02",10793,2492783,6,6,0,0,0,1,2,0,0,0
3595,"2019-08",11348,270846,6,6,0,0,0,4,3,0,0,0
3597,"2019-03",2231281,10297,6,6,0,0,0,3,2,0,0,0
3599,"2019-10",2590128,1712668,7,6,0,0,0,5,2,0,0,0
3600,"2019-09",28081,1393213,2,6,6,0,0,6,2,1,0,0
3604,"2019-07",207050,51245,6,3,7,0,0,2,6,5,0,0
3605,"2019-09",3589,179923,6,6,0,0,0,4,2,0,0,0
3607,"2019-02",10479,50083,6,6,0,0,0,1,2,0,0,0
3608,"2019-08",64618,28990,6,6,0,0,0,3,1,0,0,0
3609,"2019-07",2070519,1489870,6,6,0,0,0,3,2,0,0,0
3610,"2019-02",4372,3499,6,6,0,0,0,2,3,0,0,0
3611,"2019-11",1570645,919337,6,6,0,0,0,4,3,0,0,0
3612,"2019-11",3558,273950,7,6,0,0,0,5,2,0,0,0
3613,"2019-01",3644,196974,6,6,6,3,7,7,2,4,6,6
3617,"2019-07",51322,303997,6,6,0,0,0,2,3,0,0,0
3618,"2019-08",10322,10403,6,6,0,0,0,2,2,0,0,0
3619,"2019-09",64700,1940917,6,6,0,0,0,4,3,0,0,0
3620,"2019-09",11095,10774,6,6,0,0,0,2,1,0,0,0
3623,"2019-07",3718,1887492,6,6,0,0,0,4,3,0,0,0
3625,"2019-08",53255,3700,6,6,0,0,0,3,4,0,0,0
3626,"2019-11",206329,9505,6,4,6,0,0,4,6,1,0,0
3627,"2019-10",51794,177312,7,2,6,0,0,6,6,1,0,0
3628,"2019-02",3961,1299416,3,6,6,0,0,6,4,4,0,0
3630,"2019-01",10281,10346,7,6,0,0,0,5,1,0,0,0
3631,"2019-09",141998,51288,6,6,0,0,0,1,1,0,0,0
3632,"2019-03",10769,142720,6,6,0,0,0,1,3,0,0,0
3634,"2019-03",66480,2616345,6,6,0,0,0,4,1,0,0,0
3635,"2019-11",247320,218163,4,4,4,0,0,0,2,1,0,0
3637,"2019-08",10479,11767,7,6,0,0,0,6,3,0,0,0
3638,"2019-09",3475,3725,6,6,0,0,0,1,4,0,0,0
3639,"2019-12",2590128,4445,7,6,6,0,0,6,2,3,0,0
3640,"2019-09",65230,439496,6,6,6,0,0,7,4,2,0,0
3641,"2019-07",96338,3862,7,6,0,0,0,5,3,0,0,0
3642,"2019-09",91959,1157738,6,6,0,0,0,4,2,0,0,0
3644,"2019-01",60157,198546,6,7,6,0,0,3,6,2,0,0
3646,"2019-08",52341,3503,7,6,6,0,0,6,3,0,0,0
3647,"2019-03",10340,240233,6,2,6,0,0,0,6,4,0,0
3651,"2019-07",2095346,51315,6,6,0,0,0,2,2,0,0,0
3652,"2019-10",2044152,64707,4,6,6,0,0,6,1,4,0,0
3653,"2019-11",83218,3993,6,6,0,0,0,2,2,0,0,0
3654,"2019-10",54415,52833,6,6,0,0,0,3,4,0,0,0
3656,"2019-03",10473,2231281,6,6,0,0,0,4,4,0,0,0
3657,"2019-01",11134,28900,7,6,0,0,0,5,4,0,0,0
3659,"2019-09",10378,45432,6,6,0,0,0,2,3,0,0,0
3660,"2019-09",10532,2206500,7,7,0,0,0,5,6,0,0,0
3661,"2019-08",4733,64700,2,7,6,0,0,6,6,4,0,0
3662,"2019-10",249413,2098883,6,6,0,0,0,3,2,0,0,0
3664,"2019-03",1736726,28900,7,6,0,0,0,6,2,0,0,0
3665,"2019-09",4299,56797,6,6,0,0,0,3,4,0,0,0
3666,"2019-05",2085750,56735,7,6,0,0,0,6,3,0,0,0
3668,"2019-02",4031,81226,3,6,6,0,0,6,3,4,0,0
3671,"2019-10",51433,2065915,7,7,0,0,0,6,5,0,0,0
3672,"2019-03",10248,1398920,6,3,7,0,0,0,6,5,0,0
3675,"2019-09",3654,2516571,6,6,6,0,0,3,7,1,0,0
3676,"2019-02",2616345,60718,4,6,6,0,0,6,2,4,0,0
3678,"2019-12",49884,51245,5,6,6,0,0,7,3,1,0,0
3680,"2019-08",1008596,49875,6,6,0,0,0,1,4,0,0,0
3682,"2019-10",3475,142094,6,6,0,0,0,3,4,0,0,0
3684,"2019-02",3993,3878,7,6,0,0,0,5,3,0,0,0
3685,"2019-02",3644,54182,6,7,0,0,0,1,6,0,0,0
3687,"2019-09",4802,3482,6,6,0,0,0,3,1,0,0,0
3690,"2019-08",11558,11666,6,6,0,0,0,4,4,0,0,0
3691,"2019-04",58272,52003,6,5,6,0,0,4,7,3,0,0
3692,"2019-10",46561,51433,7,2,6,0,0,5,6,2,0,0
3693,"2019-07",3878,3654,7,6,0,0,0,5,2,0,0,0
3694,"2019-10",2230756,191893,6,7,0,0,0,3,5,0,0,0
3695,"2019-07",253923,53255,3,6,6,0,0,6,2,3,0,0
3696,"2019-03",10306,10250,6,6,0,0,0,2,3,0,0,0
3697,"2019-10",219786,10352,1,6,6,0,0,6,3,4,0,0
3698,"2019-08",4193,198546,6,6,0,0,0,3,4,0,0,0
3699,"2019-07",4633,2085751,7,6,0,0,0,6,4,0,0,0
3700,"2019-02",77442,1573809,5,6,6,0,0,7,4,4,0,0
3701,"2019-07",76935,2204714,6,6,0,0,0,4,4,0,0,0
3706,"2019-08",3478,217512,6,6,0,0,0,3,4,0,0,0
3707,"2019-02",2514772,51438,4,7,6,0,0,6,6,2,0,0
3711,"2019-01",3867,2611704,6,6,6,0,0,3,4,4,0,0
3712,"2019-07",137424,206794,4,6,6,0,0,6,3,3,0,0
3713,"2019-02",3490,67499,6,6,0,0,0,4,4,0,0,0
3714,"2019-07",60157,5164,6,6,0,0,0,2,3,0,0,0
3715,"2019-10",3993,51289,2,7,6,0,0,6,5,3,0,0
3716,"2019-08",1984892,1459374,3,7,7,0,0,6,5,6,0,0
3717,"2019-02",4031,203816,6,6,0,0,0,0,2,0,0,0
3718,"2019-12",11342,206617,6,6,0,0,0,3,4,0,0,0
3720,"2019-09",11095,57541,6,6,0,0,0,3,1,0,0,0
3722,"2019-10",4464,3967,6,6,0,0,0,2,1,0,0,0
3723,"2019-11",53198,10889,6,6,0,0,0,3,4,0,0,0
3726,"2019-10",203816,67623,6,6,7,0,0,3,7,6,0,0
3727,"2019-08",56823,65230,6,6,0,0,0,3,2,0,0,0
3728,"2019-09",95161,46561,6,6,0,0,0,3,4,0,0,0
3729,"2019-10",4515,217512,7,6,0,0,0,6,3,0,0,0
3730,"2019-09",167878,9505,3,6,6,0,0,6,4,4,0,0
3731,"2019-10",308451,207527,7,3,6,0,0,6,6,1,0,0
3732,"2019-03",3850,2590128,6,6,0,0,0,2,2,0,0,0
3733,"2019-03",204410,4193,3,6,6,0,0,6,3,2,0,0
3734,"2019-03",51297,3832,6,6,0,0,0,4,4,0,0,0
3735,"2019-11",191903,2600371,6,6,0,0,0,0,2,0,0,0
3737,"2019-09",3469,4031,7,7,0,0,0,5,5,0,0,0
3738,"2019-08",53449,3982,1,7,6,0,0,6,6,3,0,0
3741,"2019-10",91084,4299,6,6,6,0,0,3,7,2,0,0
3743,"2019-02",11370,11095,3,6,6,0,0,6,1,4,0,0
3744,"2019-10",27182,166504,7,3,6,0,0,6,6,1,0,0
3745,"2019-10",10473,11134,6,3,7,0,0,3,6,6,0,0
3747,"2019-07",50772,4193,6,6,0,0,0,0,4,0,0,0
3748,"2019-02",11042,2035498,6,6,0,0,0,2,2,0,0,0
3755,"2019-07",60718,1625971,6,6,6,0,0,7,4,0,0,0
3756,"2019-10",3475,51314,6,6,0,0,0,4,0,0,0,0
3757,"2019-10",94283,260593,7,7,0,0,0,6,6,0,0,0
3759,"2019-05",57529,3460,6,6,0,0,0,4,3,0,0,0
3760,"2019-08",593241,54309,6,6,0,0,0,0,1,0,0,0
3761,"2019-10",5164,27182,7,6,0,0,0,5,4,0,0,0
3763,"2019-10",235621,3993,6,6,0,0,0,3,2,0,0,0
3768,"2019-10",3495,4417,6,7,0,0,0,3,5,0,0,0
3769,"2019-07",4073,2087254,7,1,6,0,0,6,6,2,0,0
3770,"2019-01",10759,10473,1,7,7,0,0,6,5,6,0,0
3772,"2019-09",10785,206886,6,4,6,0,0,3,6,1,0,0
3773,"2019-01",3462,53449,7,6,0,0,0,6,2,0,0,0
3775,"2019-10",204410,3867,6,3,7,0,0,3,6,5,0,0
3776,"2019-10",4690,218159,5,6,6,0,0,7,3,4,0,0
3778,"2019-07",93398,64675,6,6,0,0,0,3,3,0,0,0
3779,"2019-09",11370,10347,6,3,6,0,0,2,6,3,0,0
3780,"2019-01",224678,76531,7,6,6,0,0,6,3,3,0,0
3781,"2019-10",11541,2502217,6,7,0,0,0,2,5,0,0,0
3783,"2019-01",52294,3475,7,6,5,6,6,6,4,7,7,1
3784,"2019-09",167901,2097125,6,6,0,0,0,4,3,0,0,0
3787,"2019-08",51547,50083,3,6,6,0,0,6,3,1,0,0
3788,"2019-03",10850,51094,6,3,6,0,0,2,6,3,0,0
3790,"2019-08",10346,52345,7,6,0,0,0,5,2,0,0,0
3791,"2019-03",2093432,10843,7,6,0,0,0,6,4,0,0,0
3792,"2019-08",593241,10242,1,6,6,0,0,6,3,4,0,0
3793,"2019-01",51296,3698,7,5,7,0,0,6,7,6,0,0
3794,"2019-02",11349,10281,7,7,0,0,0,6,6,0,0,0
3795,"2019-07",4190,4419,6,6,0,0,0,1,1,0,0,0
3798,"2019-10",3982,51256,6,6,0,0,0,4,3,0,0,0
3799,"2019-02",53374,3507,6,6,0,0,0,4,1,0,0,0
3800,"2019-07",1459374,2536184,7,6,0,0,0,5,4,0,0,0
3802,"2019-03",10765,10339,6,6,0,0,0,2,2,0,0,0
3804,"2019-03",163432,50454,4,7,6,0,0,6,5,2,0,0
3806,"2019-03",45027,167938,4,7,6,0,0,6,5,4,0,0
3808,"2019-09",153710,246945,6,6,0,0,0,1,4,0,0,0
3809,"2019-09",47138,167844,6,3,6,0,0,4,6,1,0,0
3811,"2019-10",46561,52873,2,6,7,0,0,6,3,6,0,0
3812,"2019-09",10286,28150,6,6,0,0,0,4,3,0,0,0
3813,"2019-05",3699,2087254,4,6,7,0,0,6,3,6,0,0
3814,"2019-09",52341,95161,3,7,6,0,0,6,5,3,0,0
3816,"2019-12",11640,42381,1,6,6,0,0,6,1,2,0,0
3818,"2019-07",51794,2103686,6,6,0,0,0,1,0,0,0,0
3819,"2019-10",53840,3701,6,6,0,0,0,4,0,0,0,0
3820,"2019-09",84281,146056,6,1,6,0,0,3,6,1,0,0
3821,"2019-02",3691,3659,6,6,0,0,0,3,2,0,0,0
3822,"2019-10",1978582,249413,6,6,0,0,0,4,2,0,0,0
3823,"2019-07",2590128,41750,7,6,0,0,0,6,3,0,0,0
3824,"2019-05",45571,4707,6,6,0,0,0,2,2,0,0,0
3825,"2019-07",60157,198546,6,3,6,0,0,1,6,3,0,0
3827,"2019-02",91939,11186,6,6,0,0,0,0,3,0,0,0
3828,"2019-11",28080,379580,6,1,6,0,0,3,6,1,0,0
3829,"2019-10",49954,86388,6,6,0,0,0,3,2,0,0,0
3830,"2019-10",3482,27335,3,6,6,0,0,6,3,3,0,0
3831,"2019-02",1399808,27335,7,6,0,0,0,5,4,0,0,0
3833,"2019-02",3507,1744266,7,6,0,0,0,6,4,0,0,0
3834,"2019-07",802298,218755,6,7,0,0,0,3,5,0,0,0
3837,"2019-12",11342,11640,7,6,0,0,0,6,2,0,0,0
3838,"2019-06",734160,51794,2,6,7,0,0,6,1,6,0,0
3839,"2019-03",11134,10378,6,6,0,0,0,4,1,0,0,0
3840,"2019-09",1940917,1008596,7,6,0,0,0,6,4,0,0,0
3842,"2019-09",162815,207050,6,7,0,0,0,4,6,0,0,0
3843,"2019-08",398304,364584,5,6,7,0,0,7,2,5,0,0
3845,"2019-08",51433,2391589,6,6,0,0,0,2,4,0,0,0
3846,"2019-09",10819,10292,4,6,7,0,0,6,3,6,0,0
3847,"2019-10",60718,2537714,6,4,6,0,0,2,6,3,0,0
3848,"2019-08",51094,28150,6,6,0,0,0,4,3,0,0,0
3849,"2019-10",196974,4372,6,7,7,0,0,7,6,5,0,0
3851,"2019-09",34103,1736726,6,6,0,0,0,1,0,0,0,0
3853,"2019-08",52873,54130,2,6,7,0,0,6,4,6,0,0
3854,"2019-02",3460,3671,4,6,6,0,0,6,1,3,0,0
3855,"2019-12",11342,10340,6,2,6,0,0,4,6,3,0,0
3857,"2019-11",1570645,60718,6,6,0,0,0,4,2,0,0,0
3858,"2019-11",28527,51259,7,7,0,0,0,5,6,0,0,0
3859,"2019-10",3558,64700,5,6,6,0,0,7,2,1,0,0
3860,"2019-06",141998,734160,6,6,0,0,0,3,2,0,0,0
3861,"2019-09",50772,411593,6,1,7,0,0,4,6,6,0,0
3862,"2019-01",2087072,53449,7,6,0,0,0,5,3,0,0,0
3863,"2019-05",4122,80810,6,6,0,0,0,1,0,0,0,0
3864,"2019-09",1570645,55419,7,7,0,0,0,5,6,0,0,0
3865,"2019-10",200425,66480,6,6,0,0,0,3,4,0,0,0
3866,"2019-11",1609434,2555946,6,6,0,0,0,2,4,0,0,0
3867,"2019-08",3534,2595796,6,6,0,0,0,4,3,0,0,0
3869,"2019-07",3524,53939,6,7,0,0,0,1,6,0,0,0
3870,"2019-08",4508,60156,6,6,0,0,0,2,1,0,0,0
3871,"2019-10",51256,3746,7,3,7,0,0,6,6,6,0,0
3872,"2019-08",10378,2097125,6,6,0,0,0,3,4,0,0,0
3873,"2019-09",41562,2097125,6,6,0,0,0,4,4,0,0,0
3876,"2019-01",10473,51547,6,6,0,0,0,3,3,0,0,0
3877,"2019-07",27182,4464,7,6,0,0,0,6,4,0,0,0
3878,"2019-10",204410,3806,6,6,0,0,0,3,2,0,0,0
3879,"2019-08",141998,176778,7,6,0,0,0,5,2,0,0,0
3884,"2019-01",207037,4515,6,7,0,0,0,3,5,0,0,0
3885,"2019-04",268261,85223,6,6,0,0,0,0,3,0,0,0
3886,"2019-01",3686,73237,6,7,7,7,0,7,6,6,6,0
3887,"2019-10",3503,218159,7,6,0,0,0,6,4,0,0,0
3888,"2019-11",94283,3456,6,6,0,0,0,3,4,0,0,0
3889,"2019-03",3597,74716,6,6,0,0,0,2,3,0,0,0
3891,"2019-03",200399,3659,6,6,7,0,0,4,7,5,0,0
3892,"2019-08",146056,262476,6,6,0,0,0,2,1,0,0,0
3893,"2019-07",95375,54415,6,6,0,0,0,0,2,0,0,0
3894,"2019-02",11558,52346,6,6,0,0,0,4,4,0,0,0
3895,"2019-09",200425,3607,6,6,0,0,0,3,4,0,0,0
3896,"2019-03",3724,2108184,6,6,0,0,0,4,1,0,0,0
3897,"2019-11",252053,1399808,3,7,6,0,0,6,6,4,0,0
3899,"2019-10",3993,66480,7,6,6,0,0,5,7,3,0,0
3900,"2019-10",77968,54171,6,6,0,0,0,4,1,0,0,0
3901,"2019-01",3871,3724,6,6,7,0,0,2,4,6,0,0
3902,"2019-02",7479,263508,6,4,7,0,0,3,6,6,0,0
3903,"2019-03",836822,11134,5,6,6,0,0,7,1,4,0,0
3904,"2019-08",2516571,3901,4,7,3,7,6,6,6,6,6,4
3906,"2019-08",3644,4515,6,3,6,6,0,4,6,3,2,0
3907,"2019-01",3464,3495,7,3,7,0,0,5,6,6,0,0
3908,"2019-09",3699,86388,7,6,0,0,0,5,3,0,0,0
3909,"2019-08",1194009,4031,6,6,0,0,0,3,1,0,0,0
3912,"2019-02",259120,51304,4,7,6,0,0,6,5,3,0,0
3913,"2019-09",3839,41668,7,6,0,0,0,5,3,0,0,0
3914,"2019-08",5225,2526148,6,3,6,0,0,3,6,3,0,0
3915,"2019-09",308451,1948598,6,6,0,0,0,1,4,0,0,0
3917,"2019-09",83218,3994,3,6,7,0,0,6,3,6,0,0
3918,"2019-09",52873,1374418,7,7,0,0,0,6,6,0,0,0
3919,"2019-10",83218,95506,6,7,0,0,0,4,6,0,0,0
3920,"2019-09",11134,161912,7,6,0,0,0,6,3,0,0,0
3921,"2019-08",49953,3959,6,4,6,6,0,3,6,4,4,0
3922,"2019-11",405461,1984892,6,6,6,0,0,7,1,3,0,0
3925,"2019-11",3466,3884,6,7,0,0,0,4,6,0,0,0
3926,"2019-09",49953,66480,6,6,0,0,0,1,4,0,0,0
3927,"2019-10",4515,200425,6,7,0,0,0,4,6,0,0,0
3928,"2019-09",51222,216459,6,7,0,0,0,4,5,0,0,0
3929,"2019-02",54309,28491,6,6,0,0,0,0,0,0,0,0
3930,"2019-09",2537714,197507,6,6,0,0,0,4,4,0,0,0
3931,"2019-01",3698,3901,6,7,6,0,0,0,5,3,0,0
3932,"2019-09",11349,10352,6,7,0,0,0,3,5,0,0,0
